overall_qual,gr_liv_area,exter_qual,kitchen_qual,total_bsmt_sf,garage_area,garage_cars,1st_flr_sf,bsmt_qual,year_built,garage_finish,garage_yr_blt,year_remod/add,fireplace_qu,full_bath,foundation_PConc,mas_vnr_area,totrms_abvgrd
7,1200,4,4,600.0,480.0,2.0,520,4,2005,2,2005.0,2005,0,2,1,0.0,4
8,2690,4,4,1765.0,795.0,3.0,1804,5,2003,3,2003.0,2003,4,2,1,221.0,9
5,833,3,4,833.0,495.0,2.0,833,4,1984,1,1984.0,1984,0,1,0,0.0,5
6,1456,4,3,728.0,429.0,2.0,728,4,2006,2,2006.0,2006,0,2,1,0.0,8
5,864,3,4,864.0,720.0,2.0,864,3,1950,2,1980.0,2002,0,1,0,0.0,5
6,1586,3,3,1362.0,435.0,2.0,1586,4,1979,1,1979.0,1998,3,2,0,0.0,7
5,1370,3,3,1058.0,300.0,1.0,1370,3,1956,2,1956.0,1956,3,1,0,272.0,6
6,914,3,4,914.0,0.0,0.0,914,4,2002,0,2002.0,2002,0,1,1,0.0,4
7,1555,4,4,1373.0,430.0,2.0,1555,4,2005,3,2005.0,2006,3,2,1,16.0,7
6,1556,3,3,716.0,452.0,2.0,716,4,1980,3,1980.0,1980,3,2,0,0.0,6
5,882,3,3,882.0,461.0,2.0,882,3,1972,1,1980.0,1972,0,1,0,0.0,5
5,1167,3,3,915.0,495.0,2.0,1167,3,1920,1,1972.0,1950,4,1,0,0.0,6
9,1800,5,5,1800.0,944.0,3.0,1800,5,2007,2,2008.0,2008,4,2,1,714.0,6
6,1456,3,4,855.0,440.0,2.0,855,3,1975,1,1975.0,1975,3,2,0,0.0,6
7,1660,4,4,831.0,493.0,2.0,831,4,2002,2,2002.0,2002,0,2,1,95.0,7
7,1482,3,4,384.0,392.0,2.0,812,4,1992,3,1992.0,1992,3,2,1,170.0,7
6,1522,3,3,1190.0,552.0,2.0,1522,4,1984,3,1984.0,1984,3,2,1,136.0,7
9,2036,5,5,2190.0,780.0,3.0,2036,5,2008,3,2008.0,2008,5,2,0,246.0,9
5,1595,3,3,1582.0,672.0,2.0,1595,4,1991,1,1991.0,1991,0,2,1,0.0,5
7,1686,4,4,891.0,462.0,2.0,891,4,2005,3,2005.0,2005,0,2,1,172.0,8
7,1344,3,3,1344.0,784.0,4.0,1344,4,1997,3,1997.0,1998,0,2,1,200.0,8
5,1652,3,3,1652.0,928.0,3.0,1652,3,1970,1,1970.0,1970,0,2,0,0.0,8
4,1337,3,3,832.0,263.0,1.0,832,3,1956,1,1956.0,1956,0,1,0,0.0,5
7,1920,3,4,570.0,487.0,2.0,1222,3,1968,2,1968.0,1992,3,3,0,143.0,8
6,848,4,4,848.0,420.0,2.0,848,4,2004,2,2004.0,2004,0,1,1,205.0,3
7,1055,3,3,1057.0,440.0,2.0,1055,4,1975,2,1975.0,1975,2,2,0,0.0,4
6,1291,3,4,1291.0,431.0,2.0,1291,4,1996,1,1996.0,1997,4,1,1,0.0,6
6,720,3,3,624.0,484.0,2.0,720,3,1928,1,2005.0,2003,0,1,0,0.0,5
4,988,3,3,462.0,297.0,1.0,526,4,1973,1,1973.0,1973,0,1,0,0.0,5
5,1523,3,2,1067.0,295.0,1.0,986,3,1949,1,1949.0,2005,3,2,0,0.0,7
7,1728,4,4,864.0,572.0,2.0,864,4,2004,2,2004.0,2004,0,2,1,0.0,7
8,1239,4,4,1230.0,477.0,2.0,1239,4,1995,3,1995.0,1995,2,1,1,0.0,4
5,1955,3,3,1151.0,356.0,1.0,1151,3,1958,3,1958.0,1958,0,2,0,162.0,7
7,1564,3,2,704.0,234.0,1.0,860,3,1941,1,1941.0,1950,4,1,0,0.0,7
4,1204,3,3,416.0,312.0,1.0,1204,5,1954,1,1954.0,1954,0,1,0,0.0,6
6,1329,3,4,1329.0,312.0,1.0,1329,3,1958,1,1958.0,1958,0,1,0,108.0,6
5,879,3,3,864.0,440.0,2.0,879,3,1975,1,1975.0,1975,0,1,0,0.0,5
4,841,2,3,721.0,294.0,1.0,841,3,1950,1,1950.0,1950,0,1,0,0.0,4
6,1312,3,3,784.0,649.0,2.0,900,3,1947,1,1953.0,1950,0,1,0,0.0,6
6,2058,3,3,735.0,396.0,2.0,1134,4,1917,1,1950.0,1950,4,1,0,0.0,8
8,1360,4,4,1220.0,565.0,2.0,1360,4,1984,2,1984.0,1984,5,1,0,0.0,4
8,1786,4,4,1778.0,715.0,3.0,1786,5,2002,2,2002.0,2003,4,2,1,240.0,6
6,1993,3,3,825.0,495.0,2.0,1097,3,1971,2,1971.0,1971,4,2,0,252.0,8
4,1362,2,3,951.0,280.0,1.0,986,3,1920,1,1920.0,1950,0,2,0,0.0,7
7,1550,4,4,1092.0,438.0,2.0,1112,4,2006,3,2007.0,2007,0,2,1,100.0,7
5,1696,3,3,1140.0,349.0,1.0,1696,3,1962,2,1962.0,1962,3,1,0,0.0,8
4,1092,3,3,546.0,286.0,1.0,546,3,1970,1,1970.0,1970,0,1,0,0.0,5
9,1752,5,5,1752.0,576.0,2.0,1752,5,2005,2,2005.0,2005,4,2,1,412.0,6
9,2473,4,4,1094.0,675.0,3.0,1102,5,2006,3,2006.0,2006,4,2,1,184.0,11
9,1800,4,5,1800.0,702.0,2.0,1800,5,2007,3,2007.0,2007,0,2,1,0.0,7
7,2197,4,4,1080.0,783.0,3.0,1108,4,1993,3,1993.0,1994,4,2,1,320.0,9
5,1382,3,3,720.0,660.0,2.0,854,3,1941,1,1991.0,1950,0,1,0,0.0,7
7,1733,4,4,847.0,433.0,2.0,847,4,2004,3,2004.0,2004,4,2,1,0.0,7
7,1402,4,4,1402.0,625.0,2.0,1402,4,2008,2,2008.0,2008,0,2,1,0.0,7
5,887,3,3,864.0,288.0,1.0,887,3,1984,2,1984.0,1984,0,1,0,0.0,5
5,1051,3,3,1051.0,504.0,2.0,1051,3,1968,2,1968.0,1968,0,1,0,0.0,6
6,1510,3,3,755.0,216.0,1.0,755,3,1920,1,1920.0,1950,0,1,1,0.0,6
5,1656,3,3,1656.0,506.0,2.0,1656,3,1973,1,1973.0,1973,0,2,0,564.0,8
6,958,3,3,1078.0,440.0,2.0,958,4,1976,2,1977.0,1976,3,2,0,0.0,5
8,3228,4,4,3200.0,546.0,2.0,3228,4,1992,2,1992.0,1993,4,3,1,0.0,10
5,1040,3,3,1040.0,686.0,2.0,1040,3,1968,3,1991.0,1968,0,1,0,0.0,5
5,1250,3,3,661.0,552.0,2.0,661,3,1910,1,1985.0,2003,4,2,1,0.0,8
6,1868,3,3,585.0,477.0,2.0,1140,4,1984,3,1984.0,2003,3,3,0,74.0,7
10,2790,5,5,1620.0,1150.0,4.0,1632,5,2005,3,2005.0,2006,5,2,1,468.0,10
6,2134,3,4,844.0,441.0,2.0,1445,3,1916,1,1930.0,1994,0,2,0,0.0,10
5,1928,3,3,686.0,0.0,0.0,948,3,1916,0,1916.0,1995,0,2,1,0.0,10
7,2060,4,4,992.0,390.0,2.0,1022,4,1999,2,1999.0,1999,3,2,1,298.0,8
6,1378,3,4,901.0,162.0,1.0,861,3,1935,1,1920.0,1998,0,1,1,0.0,6
4,1622,3,3,1249.0,1356.0,4.0,1622,3,1961,3,1975.0,1975,3,1,0,149.0,7
8,1880,4,5,955.0,880.0,3.0,955,5,2007,3,2007.0,2007,4,2,1,0.0,8
8,1088,4,4,1074.0,461.0,2.0,1088,4,1986,2,1987.0,1986,0,1,0,0.0,5
5,1040,3,3,1040.0,286.0,1.0,1040,3,1959,2,1959.0,1959,0,1,0,0.0,6
6,1502,3,4,602.0,180.0,1.0,900,3,1923,1,1923.0,1996,3,1,1,0.0,7
6,987,3,3,483.0,264.0,1.0,483,3,1971,1,1971.0,1971,0,1,0,604.0,5
6,1095,3,3,588.0,264.0,1.0,1095,3,1958,2,1958.0,1958,0,1,0,105.0,6
7,1709,4,4,970.0,380.0,2.0,970,4,2004,1,2004.0,2004,0,2,1,50.0,7
6,1731,4,4,836.0,462.0,2.0,844,4,1992,2,1992.0,1993,0,2,1,0.0,7
4,960,3,3,648.0,364.0,1.0,960,3,1965,1,1965.0,2001,0,0,0,0.0,3
6,1552,3,3,713.0,434.0,2.0,811,4,1975,2,1975.0,1975,3,2,0,0.0,6
8,1795,4,4,1795.0,895.0,3.0,1795,5,2006,2,2007.0,2007,4,2,1,428.0,7
5,1274,3,3,624.0,576.0,2.0,624,4,1991,1,1993.0,1991,0,1,1,0.0,6
6,1196,3,3,572.0,576.0,2.0,848,3,1940,1,1973.0,1950,4,1,0,0.0,6
4,704,3,2,560.0,220.0,1.0,704,2,1946,1,1946.0,2001,0,1,0,0.0,4
5,972,3,3,972.0,305.0,1.0,972,3,1955,1,1955.0,1955,0,1,0,0.0,5
6,1458,3,3,912.0,330.0,1.0,912,3,1948,1,1948.0,1950,4,1,0,0.0,6
6,1008,3,3,1008.0,430.0,2.0,1008,3,1963,2,1963.0,1963,0,1,0,332.0,5
9,1828,5,4,1822.0,774.0,3.0,1828,5,2007,1,2007.0,2007,4,2,1,452.0,9
3,1526,2,2,1013.0,0.0,0.0,1013,3,1915,0,1915.0,1982,0,1,0,0.0,6
6,1176,4,3,698.0,624.0,2.0,786,3,1937,1,1999.0,2000,0,1,0,0.0,4
5,1057,3,4,1057.0,288.0,1.0,1057,3,1955,1,1955.0,1999,0,1,0,164.0,6
8,2113,4,4,2109.0,839.0,3.0,2113,4,1995,3,1995.0,1995,3,2,1,660.0,7
5,1387,3,3,943.0,300.0,1.0,1387,3,1967,2,1974.0,1975,3,1,0,0.0,6
9,2758,4,5,1704.0,814.0,3.0,1722,5,2005,3,2005.0,2006,5,2,1,365.0,9
3,840,3,2,798.0,250.0,1.0,840,3,1920,1,1938.0,1950,0,1,1,0.0,5
5,1520,3,3,793.0,281.0,1.0,848,3,1932,1,1968.0,2000,0,1,0,0.0,6
8,1542,4,4,1542.0,852.0,3.0,1542,4,2007,1,2007.0,2007,4,2,1,164.0,6
5,1385,3,3,910.0,720.0,2.0,910,3,1952,1,2000.0,1952,0,2,0,0.0,6
5,936,3,3,896.0,288.0,1.0,936,3,1962,2,1962.0,1962,1,1,0,0.0,6
5,1288,3,3,824.0,240.0,1.0,824,2,1941,1,1941.0,1950,0,1,0,0.0,6
5,1128,3,3,1120.0,525.0,2.0,1128,3,1963,2,1963.0,1963,0,2,0,148.0,6
8,1968,4,5,774.0,680.0,3.0,774,5,2009,3,2009.0,2010,4,2,1,84.0,8
6,1246,3,3,1246.0,441.0,2.0,1246,3,1964,2,1964.0,1964,4,1,0,0.0,6
7,1740,3,3,800.0,240.0,1.0,960,3,1940,1,1940.0,1984,4,1,0,0.0,6
5,925,3,3,925.0,484.0,2.0,925,3,1963,1,1990.0,1963,0,1,1,0.0,5
7,1430,3,3,384.0,400.0,2.0,774,4,2000,2,2000.0,2000,3,2,1,0.0,8
8,1566,4,4,930.0,288.0,1.0,930,3,1900,1,1930.0,2003,0,2,0,0.0,7
5,950,3,3,984.0,400.0,2.0,950,3,1953,1,1953.0,1953,0,1,1,0.0,5
5,1144,3,3,1144.0,796.0,1.0,1144,3,1959,2,1959.0,1959,3,1,0,128.0,6
5,1114,3,3,1114.0,451.0,2.0,1114,3,1961,2,1961.0,1961,0,1,0,0.0,5
7,2223,3,3,2223.0,516.0,2.0,2223,4,1973,3,1973.0,1973,4,2,0,1115.0,8
5,1111,3,2,530.0,288.0,1.0,581,3,1920,1,1935.0,1996,0,1,0,0.0,6
5,960,3,3,960.0,624.0,2.0,960,3,1958,1,2002.0,1958,0,1,0,0.0,5
6,1633,3,3,932.0,460.0,2.0,932,4,1998,3,1998.0,1998,3,2,1,0.0,7
6,2229,3,3,755.0,0.0,0.0,929,3,1912,0,1912.0,1950,0,1,0,0.0,8
6,984,3,3,936.0,280.0,1.0,984,3,1954,1,1954.0,1954,0,1,0,0.0,4
6,1686,3,3,1686.0,612.0,2.0,1686,4,1980,1,1980.0,1980,3,2,0,157.0,7
7,1614,4,4,1614.0,576.0,2.0,1614,4,2005,3,2005.0,2005,4,2,1,140.0,7
5,864,3,3,864.0,297.0,1.0,864,3,1972,1,1977.0,1972,0,1,0,0.0,5
7,1740,4,4,1721.0,874.0,3.0,1740,5,2006,2,2006.0,2006,0,2,1,206.0,8
5,1721,3,3,1461.0,440.0,2.0,1721,3,1968,2,1968.0,1993,3,2,0,0.0,7
6,1034,3,3,1012.0,888.0,3.0,1034,3,1976,1,1976.0,1976,0,1,0,335.0,6
6,1902,3,3,0.0,539.0,2.0,1318,0,1978,1,1978.0,1978,0,2,0,0.0,8
6,1097,3,3,1040.0,480.0,2.0,1097,4,1984,1,1986.0,1985,0,2,1,0.0,6
9,2206,4,5,1090.0,670.0,3.0,1117,4,2005,3,2005.0,2006,4,2,1,525.0,10
6,1117,3,3,1029.0,672.0,2.0,1117,3,1976,1,1976.0,1976,3,1,0,0.0,6
4,2290,3,3,777.0,560.0,2.0,1246,3,1885,1,1971.0,1950,0,2,1,0.0,11
6,948,3,3,483.0,264.0,1.0,483,3,1972,1,1972.0,1972,0,1,0,504.0,5
6,919,3,3,600.0,231.0,1.0,600,2,1940,1,1940.0,1950,0,1,0,0.0,5
6,1152,3,3,912.0,412.0,2.0,1152,3,1968,2,1968.0,1968,0,1,0,41.0,7
9,2334,5,5,1590.0,751.0,3.0,1627,5,2009,3,2009.0,2010,4,2,1,162.0,10
5,1264,3,3,1268.0,461.0,2.0,1264,3,1960,1,1960.0,1960,4,1,0,324.0,6
5,1224,3,3,1086.0,528.0,2.0,1224,4,1979,1,1979.0,1979,3,0,0,275.0,6
6,1369,3,3,672.0,300.0,1.0,697,3,1925,1,1930.0,1950,0,2,0,0.0,6
5,894,3,3,894.0,308.0,1.0,894,3,1976,1,1976.0,1976,0,1,0,0.0,5
6,1573,4,4,756.0,440.0,2.0,769,4,2000,1,2000.0,2000,0,2,1,216.0,5
8,2250,4,4,1671.0,756.0,3.0,1687,4,2002,3,2002.0,2002,5,2,1,232.0,7
6,1514,3,3,794.0,394.0,2.0,819,4,2000,3,2000.0,2000,3,2,1,0.0,7
6,1218,3,3,672.0,0.0,0.0,672,3,1971,0,1971.0,1971,0,1,0,236.0,7
5,1387,3,4,811.0,256.0,1.0,811,3,1954,1,1954.0,1954,0,2,0,0.0,7
4,1317,3,3,649.0,250.0,1.0,649,3,1920,1,1920.0,1950,0,1,0,0.0,6
6,1355,3,4,684.0,0.0,0.0,773,3,1914,0,1914.0,2006,0,1,1,0.0,7
4,952,2,3,756.0,330.0,1.0,952,3,1896,2,1896.0,1950,0,1,0,0.0,5
6,1113,3,3,1143.0,504.0,1.0,1113,3,1976,2,1987.0,1976,2,1,0,174.0,6
5,778,3,3,740.0,924.0,1.0,778,3,1940,3,1966.0,1955,4,1,0,0.0,4
6,1489,3,3,778.0,240.0,1.0,944,3,1940,1,1940.0,1950,4,2,0,0.0,7
9,1698,5,5,1698.0,768.0,3.0,1698,5,2007,3,2007.0,2008,4,2,1,340.0,8
7,2267,3,3,1005.0,498.0,2.0,1262,3,1937,3,1937.0,1980,4,1,0,0.0,7
5,902,3,3,864.0,484.0,2.0,902,4,1983,1,1983.0,1983,0,1,0,0.0,5
6,1495,4,4,738.0,440.0,2.0,738,4,2006,2,2006.0,2006,4,2,1,0.0,7
5,1384,4,4,1348.0,404.0,2.0,1384,4,1996,1,1996.0,1997,0,2,1,0.0,7
6,1436,3,3,585.0,228.0,1.0,851,3,1921,1,1992.0,1950,4,1,0,0.0,7
6,1636,4,3,952.0,440.0,2.0,952,4,1998,3,1998.0,1999,3,2,1,0.0,7
6,1158,3,4,1158.0,576.0,2.0,1158,4,2004,1,2006.0,2004,0,1,1,0.0,5
8,1646,4,4,1638.0,870.0,3.0,1646,4,2006,2,2007.0,2007,4,2,1,274.0,6
5,1768,3,4,731.0,240.0,1.0,981,4,1937,1,1939.0,1950,3,1,0,252.0,7
6,1565,3,4,1187.0,299.0,1.0,1565,3,1965,2,1965.0,2000,3,2,1,0.0,7
7,1768,3,3,880.0,320.0,2.0,880,4,1914,1,1914.0,1970,3,1,0,0.0,6
5,1396,2,3,660.0,0.0,0.0,1060,3,1951,0,1951.0,1951,0,2,0,0.0,8
6,1096,3,3,1008.0,484.0,2.0,1096,3,1978,1,1978.0,1978,2,1,0,39.0,6
7,2312,4,4,1177.0,658.0,3.0,1223,4,1999,3,1999.0,1999,3,2,1,210.0,8
8,1337,4,4,1337.0,462.0,2.0,1337,4,1993,2,1993.0,1993,3,2,1,0.0,5
7,1102,4,4,551.0,480.0,2.0,551,4,2004,1,2004.0,2004,0,2,1,0.0,4
8,2031,4,4,1128.0,577.0,2.0,1128,4,2002,2,2002.0,2002,4,2,1,0.0,7
2,438,3,2,290.0,246.0,1.0,438,3,1920,1,1930.0,1950,0,1,0,0.0,3
5,1033,3,3,456.0,504.0,2.0,1033,4,1976,2,1976.0,1976,0,1,0,222.0,6
7,2327,4,4,1129.0,596.0,2.0,1129,4,2003,2,2003.0,2003,4,2,1,0.0,9
7,1187,3,4,1168.0,420.0,2.0,1187,4,1992,2,1992.0,1993,0,2,1,52.0,6
6,1340,3,3,780.0,440.0,1.0,816,3,1945,1,1945.0,1950,0,1,0,0.0,6
4,1152,3,2,0.0,0.0,0.0,1152,0,1955,0,1955.0,1955,0,2,1,0.0,6
6,1567,3,4,1562.0,542.0,2.0,1567,3,1966,1,1966.0,2008,4,2,0,210.0,5
7,1482,3,3,650.0,324.0,2.0,832,3,1920,1,1930.0,1988,0,1,1,0.0,7
7,1689,4,4,1689.0,433.0,2.0,1689,4,2006,3,2007.0,2007,0,2,1,0.0,7
5,1424,3,3,1100.0,828.0,3.0,1424,4,1969,1,1969.0,1990,0,1,0,0.0,7
5,816,3,3,816.0,264.0,1.0,816,3,1983,1,1983.0,1983,0,1,0,0.0,4
7,1424,3,3,1228.0,312.0,1.0,1424,3,1921,1,1921.0,1950,4,2,0,174.0,7
7,1479,3,4,725.0,484.0,2.0,725,3,1972,3,1972.0,2004,0,1,0,138.0,7
5,1025,3,3,1025.0,0.0,0.0,1025,3,1962,0,1962.0,1962,0,1,0,0.0,6
6,1442,3,3,1442.0,615.0,2.0,1442,3,1970,2,1970.0,1970,3,2,0,571.0,6
8,1936,4,4,1406.0,504.0,2.0,1454,4,2000,2,2000.0,2000,3,2,1,40.0,7
7,1939,3,4,1054.0,555.0,3.0,1070,4,1998,2,1998.0,1998,3,2,1,227.0,8
6,1476,4,4,738.0,540.0,2.0,738,4,2005,3,2005.0,2005,0,2,1,0.0,7
5,898,3,3,833.0,326.0,1.0,898,4,1968,2,1968.0,1968,0,1,0,0.0,6
8,1460,4,4,1460.0,480.0,2.0,1460,5,2006,3,2006.0,2007,4,2,1,0.0,6
6,1034,3,3,456.0,504.0,2.0,1034,4,1978,3,1978.0,1978,2,1,0,23.0,5
5,1174,3,3,864.0,528.0,2.0,1174,4,1978,1,1978.0,1978,0,1,0,180.0,5
7,1080,4,4,530.0,496.0,2.0,530,4,2003,2,2003.0,2003,0,2,1,0.0,4
6,1376,3,3,780.0,198.0,1.0,780,3,1937,1,1937.0,1950,4,2,0,0.0,7
5,1567,3,3,840.0,440.0,2.0,840,3,1940,1,1961.0,1950,3,1,0,0.0,6
5,1534,3,4,736.0,0.0,0.0,751,4,1895,0,1895.0,1999,0,1,0,0.0,6
8,1616,4,4,1595.0,608.0,2.0,1616,4,1995,2,1995.0,1996,3,2,1,0.0,5
5,1551,3,2,1058.0,240.0,1.0,1058,2,1938,1,1938.0,1950,0,2,0,0.0,6
5,960,3,3,960.0,330.0,1.0,960,3,1955,2,1955.0,1955,0,1,0,0.0,5
7,1302,4,4,1302.0,436.0,2.0,1302,4,2007,3,2007.0,2007,0,2,1,0.0,6
5,816,3,3,816.0,210.0,1.0,816,3,1925,1,1925.0,1950,0,1,0,0.0,4
7,1502,4,4,1502.0,286.0,1.0,1502,4,1998,3,1998.0,1998,3,1,1,239.0,5
6,1133,3,3,192.0,308.0,1.0,1133,3,2008,1,2008.0,2008,0,1,1,0.0,7
9,3078,4,4,1408.0,806.0,3.0,1671,5,1998,3,1998.0,1998,3,2,1,422.0,9
6,1721,4,4,928.0,471.0,2.0,936,4,1994,2,1994.0,1994,0,2,1,105.0,7
4,1760,3,3,1077.0,648.0,2.0,981,2,1910,1,1935.0,1950,3,1,0,0.0,7
6,2320,3,4,1028.0,180.0,1.0,1436,3,1945,1,1945.0,2002,3,2,0,0.0,9
7,2486,4,4,1122.0,452.0,2.0,1146,4,2003,3,2003.0,2004,4,3,1,94.0,10
5,1246,3,4,1246.0,305.0,1.0,1246,3,1959,2,1959.0,1994,0,1,0,0.0,6
6,2144,4,4,1444.0,389.0,2.0,1444,4,1958,3,1958.0,2006,3,2,0,472.0,7
5,1150,3,3,799.0,215.0,1.0,799,3,1942,1,1942.0,1950,3,1,0,0.0,6
8,1600,4,4,1566.0,890.0,3.0,1600,4,2007,2,2007.0,2007,4,2,1,640.0,7
4,1755,3,4,930.0,231.0,1.0,1230,3,1930,1,1930.0,2003,3,2,0,0.0,7
8,1800,4,4,1800.0,765.0,3.0,1800,5,2002,3,2002.0,2002,4,2,1,630.0,7
7,1200,4,4,600.0,480.0,2.0,600,4,2004,2,2004.0,2005,0,2,1,0.0,4
5,1365,3,3,765.0,440.0,2.0,765,3,1971,1,1971.0,1971,0,1,0,376.0,6
6,1696,4,4,835.0,542.0,2.0,835,4,2003,2,2003.0,2003,0,2,1,0.0,7
7,1809,4,4,945.0,638.0,2.0,945,4,2005,2,2005.0,2006,0,2,1,0.0,8
8,2234,4,4,2220.0,724.0,2.0,2234,5,2006,2,2006.0,2006,4,1,1,945.0,7
6,1680,4,4,886.0,474.0,2.0,886,4,1993,2,1993.0,1994,0,2,1,120.0,7
6,2087,3,4,832.0,444.0,2.0,976,3,1966,3,1966.0,2007,0,2,0,157.0,9
8,1513,4,4,1462.0,521.0,2.0,1513,4,1999,3,1999.0,2000,3,2,1,260.0,5
5,1107,3,4,949.0,308.0,1.0,1107,3,1967,2,1967.0,1993,0,1,0,0.0,5
5,827,3,3,0.0,392.0,1.0,827,0,1955,1,1967.0,2007,1,1,0,0.0,5
6,1484,3,3,742.0,0.0,0.0,742,3,1914,0,1914.0,2001,4,2,0,0.0,9
5,764,3,3,680.0,504.0,2.0,764,2,1925,1,1965.0,2004,0,1,0,0.0,4
9,1792,4,5,1792.0,874.0,3.0,1792,5,2003,3,2003.0,2004,4,2,1,562.0,6
8,2649,4,4,1479.0,746.0,3.0,1515,5,2001,3,2001.0,2002,3,2,1,1110.0,10
6,1593,3,3,808.0,389.0,2.0,808,4,1992,2,1993.0,1993,3,2,1,0.0,7
4,1181,3,3,1138.0,588.0,2.0,1181,4,1972,2,1974.0,1972,0,2,0,0.0,6
8,1987,4,4,1986.0,691.0,2.0,1987,4,1994,3,1994.0,1994,3,2,1,554.0,7
6,1242,3,3,583.0,180.0,1.0,647,3,1935,1,1926.0,1950,4,1,0,0.0,6
6,976,3,4,976.0,504.0,2.0,976,3,1968,2,1968.0,2004,2,1,0,203.0,4
5,1214,3,3,969.0,216.0,1.0,969,3,1901,1,1920.0,1950,0,1,0,0.0,6
5,864,3,3,864.0,336.0,1.0,864,3,1962,1,1962.0,1962,0,1,0,0.0,5
6,1639,3,3,1064.0,240.0,1.0,1166,3,1936,1,1936.0,1950,0,1,0,0.0,6
9,1736,5,5,1736.0,834.0,3.0,1736,5,2008,2,2008.0,2008,4,2,1,302.0,7
5,1535,3,3,0.0,400.0,2.0,1535,0,1979,1,1979.0,1979,0,2,0,0.0,8
6,1632,3,4,800.0,484.0,2.0,800,3,1966,1,1966.0,2000,0,1,0,252.0,7
3,725,3,3,630.0,320.0,1.0,725,3,1890,1,1959.0,1998,0,1,0,0.0,4
7,1720,4,4,840.0,440.0,2.0,840,4,2004,3,2004.0,2004,4,2,1,0.0,7
4,936,2,3,936.0,576.0,2.0,936,2,1953,1,1974.0,1953,0,1,0,0.0,4
8,1589,4,4,1406.0,630.0,3.0,1589,4,2003,3,2003.0,2003,3,2,1,72.0,7
6,1571,4,3,799.0,380.0,2.0,799,4,1993,2,1993.0,1994,3,2,1,0.0,7
7,1479,4,4,1453.0,558.0,2.0,1479,4,2003,2,2003.0,2003,0,2,1,167.0,7
5,1632,4,3,784.0,898.0,2.0,784,3,1969,2,1969.0,1969,3,1,0,178.0,7
5,864,3,3,864.0,360.0,1.0,864,3,1965,1,1965.0,1965,1,1,0,0.0,5
9,2713,5,5,1452.0,858.0,3.0,1476,5,2008,3,2008.0,2008,4,2,1,268.0,11
7,1479,3,4,624.0,312.0,1.0,743,3,1926,1,1926.0,1997,4,1,0,0.0,6
7,1576,4,4,1393.0,668.0,3.0,1576,4,2004,2,2004.0,2004,3,2,1,24.0,7
7,1479,4,4,1468.0,577.0,2.0,1479,4,1999,2,1999.0,2000,0,2,1,125.0,6
5,1060,3,3,756.0,308.0,1.0,916,3,1925,1,1969.0,1994,4,1,1,0.0,6
4,943,3,4,0.0,308.0,1.0,943,0,1958,1,1958.0,1994,0,1,0,0.0,5
7,2183,4,4,1204.0,786.0,3.0,1377,4,1988,1,1988.0,1988,0,2,1,178.0,9
7,1949,4,4,1050.0,574.0,2.0,1062,4,1993,3,1993.0,1994,3,2,1,246.0,8
10,1824,5,5,1824.0,932.0,3.0,1824,5,2006,3,2006.0,2007,4,2,1,242.0,8
6,1930,3,3,720.0,316.0,1.0,1146,3,1927,1,1927.0,1950,0,2,0,0.0,8
10,2393,5,5,970.0,846.0,2.0,1469,4,1998,3,1998.0,1999,3,2,1,0.0,7
5,2014,4,3,716.0,624.0,2.0,1007,2,1900,1,1900.0,2005,0,2,1,0.0,8
4,1242,3,3,484.0,336.0,1.0,1242,3,1946,1,1946.0,1950,0,1,0,0.0,4
7,2000,3,3,996.0,650.0,3.0,996,4,1993,3,1993.0,1994,3,2,1,94.0,9
6,1412,3,3,780.0,280.0,1.0,825,3,1939,1,1939.0,1950,4,1,0,0.0,6
5,990,3,3,990.0,440.0,1.0,990,3,1994,2,1995.0,1994,0,1,1,0.0,5
5,1342,3,3,1342.0,256.0,1.0,1342,2,1951,1,1951.0,1951,0,1,0,0.0,7
9,1868,5,5,1868.0,1085.0,3.0,1868,5,2005,3,2005.0,2005,4,2,1,568.0,7
4,1363,3,3,622.0,528.0,2.0,741,2,1910,1,1966.0,1950,0,1,0,0.0,6
6,1632,3,3,1240.0,338.0,1.0,1632,3,1958,2,1958.0,1988,4,2,0,183.0,6
10,2296,5,5,1722.0,842.0,3.0,1728,5,2008,2,2008.0,2008,4,2,1,420.0,10
5,1678,3,3,1678.0,0.0,0.0,1678,3,1959,0,1959.0,1959,0,2,0,74.0,10
8,1296,4,4,1267.0,471.0,2.0,1296,5,2001,3,2001.0,2002,0,2,1,136.0,6
6,1587,3,3,1587.0,525.0,2.0,1587,3,1971,1,1971.0,1971,4,2,0,302.0,7
5,1298,3,3,720.0,256.0,1.0,854,3,1941,1,1940.0,1950,4,1,0,0.0,6
5,1728,3,3,1728.0,504.0,2.0,1728,3,1963,1,1963.0,1963,0,2,0,336.0,10
5,928,3,3,928.0,288.0,1.0,928,3,1957,3,1957.0,1957,0,1,0,0.0,5
7,1795,4,4,879.0,578.0,2.0,879,4,2005,2,2005.0,2006,0,2,1,0.0,7
6,1080,3,3,1080.0,288.0,1.0,1080,3,1958,1,1958.0,1958,0,1,0,135.0,5
7,1779,3,4,866.0,546.0,2.0,866,4,1998,2,1998.0,1998,0,2,1,0.0,6
6,1635,3,4,485.0,255.0,1.0,1001,3,1910,1,1950.0,2003,0,1,0,0.0,5
7,1220,4,4,1199.0,632.0,2.0,1220,4,2006,2,2006.0,2006,0,2,1,84.0,6
