overall_qual gr_liv_area,overall_qual year_built,overall_qual garage_yr_blt,overall_qual year_remod/add,overall_qual,overall_qual kitchen_qual,gr_liv_area bsmt_qual,overall_qual^2,overall_qual exter_qual,gr_liv_area exter_qual,overall_qual bsmt_qual,overall_qual garage_cars,gr_liv_area kitchen_qual,overall_qual 1st_flr_sf,overall_qual garage_area,overall_qual total_bsmt_sf,overall_qual totrms_abvgrd,overall_qual heating_qc,gr_liv_area garage_cars,kitchen_qual garage_cars,gr_liv_area heating_qc,garage_cars bsmt_qual,1st_flr_sf bsmt_qual,garage_area bsmt_qual,exter_qual garage_cars,gr_liv_area garage_area,gr_liv_area total_bsmt_sf,overall_qual full_bath,kitchen_qual bsmt_qual,total_bsmt_sf garage_cars,kitchen_qual garage_area,kitchen_qual total_bsmt_sf,total_bsmt_sf bsmt_qual,gr_liv_area garage_finish,exter_qual garage_area
10776.0,11778.0,11778.0,11778.0,6.0,18.0,5388.0,36.0,18.0,5388.0,18.0,12.0,5388.0,5898.0,2898.0,4680.0,48.0,18.0,3592.0,6.0,5388.0,6.0,2949.0,1449.0,6.0,867468.0,1400880.0,6.0,9.0,1560.0,1449.0,2340.0,2340.0,3592.0,1449.0
9360.0,12030.0,12030.0,12030.0,6.0,24.0,6240.0,36.0,24.0,6240.0,24.0,12.0,6240.0,4104.0,2400.0,4104.0,36.0,30.0,3120.0,8.0,7800.0,8.0,2736.0,1600.0,8.0,624000.0,1067040.0,12.0,16.0,1368.0,1600.0,2736.0,2736.0,4680.0,1600.0
5136.0,11634.0,11634.0,11700.0,6.0,18.0,2568.0,36.0,18.0,2568.0,18.0,12.0,2568.0,5136.0,2394.0,5136.0,24.0,18.0,1712.0,6.0,2568.0,6.0,2568.0,1197.0,6.0,341544.0,732736.0,6.0,9.0,1712.0,1197.0,2568.0,2568.0,856.0,1197.0
4230.0,9600.0,9900.0,9750.0,5.0,20.0,2538.0,25.0,15.0,2538.0,15.0,10.0,3384.0,4230.0,2880.0,3600.0,20.0,15.0,1692.0,8.0,2538.0,6.0,2538.0,1728.0,6.0,487296.0,609120.0,5.0,12.0,1440.0,2304.0,2880.0,2160.0,2538.0,1728.0
18320.0,16016.0,16016.0,16016.0,8.0,32.0,9160.0,64.0,32.0,9160.0,32.0,16.0,9160.0,9192.0,6232.0,9024.0,72.0,40.0,4580.0,8.0,11450.0,8.0,4596.0,3116.0,8.0,1783910.0,2583120.0,16.0,16.0,2256.0,3116.0,4512.0,4512.0,2290.0,3116.0
13839.0,14042.0,14042.0,14042.0,7.0,28.0,7908.0,49.0,28.0,7908.0,28.0,21.0,7908.0,6874.0,4018.0,6874.0,49.0,35.0,5931.0,12.0,9885.0,12.0,3928.0,2296.0,12.0,1134798.0,1941414.0,14.0,16.0,2946.0,2296.0,3928.0,3928.0,3954.0,2296.0
6365.0,9800.0,9800.0,9800.0,5.0,15.0,3819.0,25.0,15.0,3819.0,15.0,5.0,3819.0,6365.0,1535.0,6365.0,25.0,25.0,1273.0,3.0,6365.0,3.0,3819.0,921.0,3.0,390811.0,1620529.0,5.0,9.0,1273.0,921.0,3819.0,3819.0,1273.0,921.0
16408.0,13972.0,13972.0,13979.0,7.0,28.0,9376.0,49.0,28.0,9376.0,28.0,21.0,9376.0,8939.0,6223.0,8848.0,49.0,35.0,7032.0,12.0,11720.0,12.0,5108.0,3556.0,12.0,2083816.0,2962816.0,14.0,16.0,3792.0,3556.0,5056.0,5056.0,4688.0,3556.0
7590.0,9700.0,9700.0,10035.0,5.0,10.0,4554.0,25.0,15.0,4554.0,15.0,0.0,3036.0,7590.0,0.0,7900.0,25.0,25.0,0.0,0.0,7590.0,0.0,4554.0,0.0,0.0,0.0,2398440.0,5.0,6.0,0.0,0.0,3160.0,4740.0,0.0,0.0
2520.0,7888.0,7888.0,7888.0,4.0,12.0,2520.0,16.0,12.0,1890.0,16.0,0.0,1890.0,2520.0,0.0,2520.0,12.0,20.0,0.0,0.0,3150.0,0.0,2520.0,0.0,0.0,0.0,396900.0,4.0,12.0,0.0,0.0,1890.0,2520.0,0.0,0.0
7376.0,7600.0,7600.0,7816.0,4.0,12.0,5532.0,16.0,12.0,5532.0,12.0,4.0,5532.0,4628.0,960.0,2836.0,36.0,12.0,1844.0,3.0,5532.0,3.0,3471.0,720.0,3.0,442560.0,1307396.0,4.0,9.0,709.0,720.0,2127.0,2127.0,1844.0,720.0
3072.0,7820.0,7836.0,7820.0,4.0,12.0,2304.0,16.0,12.0,2304.0,12.0,4.0,2304.0,3072.0,1420.0,3072.0,16.0,12.0,768.0,3.0,2304.0,3.0,2304.0,1065.0,3.0,272640.0,589824.0,4.0,9.0,768.0,1065.0,2304.0,2304.0,768.0,1065.0
24896.0,15344.0,15344.0,15920.0,8.0,32.0,9336.0,64.0,32.0,12448.0,24.0,16.0,12448.0,10880.0,6360.0,10880.0,64.0,32.0,6224.0,8.0,12448.0,6.0,4080.0,2385.0,8.0,2474040.0,4232320.0,16.0,12.0,2720.0,3180.0,5440.0,4080.0,3112.0,3180.0
8988.0,11970.0,11970.0,11976.0,6.0,18.0,5992.0,36.0,18.0,4494.0,24.0,12.0,4494.0,4146.0,2454.0,4146.0,36.0,24.0,2996.0,6.0,5992.0,8.0,2764.0,1636.0,6.0,612682.0,1035118.0,12.0,12.0,1382.0,1227.0,2073.0,2764.0,4494.0,1227.0
4220.0,9625.0,9625.0,9750.0,5.0,15.0,2532.0,25.0,15.0,2532.0,15.0,5.0,2532.0,4220.0,1080.0,4220.0,25.0,15.0,844.0,3.0,2532.0,3.0,2532.0,648.0,3.0,182304.0,712336.0,5.0,9.0,844.0,648.0,2532.0,2532.0,844.0,648.0
24948.0,18063.0,18063.0,18063.0,9.0,45.0,13860.0,81.0,45.0,13860.0,45.0,27.0,13860.0,16146.0,6786.0,15984.0,90.0,45.0,8316.0,15.0,13860.0,15.0,8970.0,3770.0,15.0,2090088.0,4923072.0,27.0,25.0,5328.0,3770.0,8880.0,8880.0,8316.0,3770.0
16776.0,16040.0,16040.0,16048.0,8.0,40.0,10485.0,64.0,32.0,8388.0,40.0,24.0,10485.0,16776.0,9072.0,16616.0,64.0,40.0,6291.0,15.0,10485.0,15.0,10485.0,5670.0,12.0,2377998.0,4355469.0,8.0,25.0,6231.0,5670.0,10385.0,10385.0,6291.0,4536.0
9464.0,14042.0,14042.0,14049.0,7.0,28.0,6760.0,49.0,28.0,5408.0,35.0,14.0,5408.0,9464.0,3262.0,9464.0,35.0,35.0,2704.0,8.0,6760.0,10.0,6760.0,2330.0,8.0,630032.0,1827904.0,14.0,20.0,2704.0,1864.0,5408.0,6760.0,2704.0,1864.0
15352.0,16048.0,16048.0,16048.0,8.0,32.0,7676.0,64.0,32.0,7676.0,32.0,16.0,7676.0,8632.0,5480.0,8632.0,64.0,40.0,3838.0,8.0,9595.0,8.0,4316.0,2740.0,8.0,1314515.0,2070601.0,16.0,16.0,2158.0,2740.0,4316.0,4316.0,3838.0,2740.0
7704.0,11904.0,11904.0,11904.0,6.0,18.0,5136.0,36.0,18.0,3852.0,24.0,12.0,3852.0,7704.0,2880.0,7704.0,30.0,18.0,2568.0,6.0,3852.0,8.0,5136.0,1920.0,6.0,616320.0,1648656.0,12.0,12.0,2568.0,1440.0,3852.0,5136.0,1284.0,1440.0
18992.0,16024.0,16024.0,16032.0,8.0,40.0,9496.0,64.0,32.0,9496.0,32.0,24.0,11870.0,9872.0,5248.0,9448.0,80.0,40.0,7122.0,15.0,11870.0,12.0,4936.0,2624.0,12.0,1557344.0,2803694.0,16.0,20.0,3543.0,3280.0,5905.0,4724.0,7122.0,2624.0
16198.0,14021.0,14021.0,14035.0,7.0,28.0,11570.0,49.0,28.0,9256.0,35.0,14.0,9256.0,8148.0,3514.0,8050.0,63.0,35.0,4628.0,8.0,11570.0,10.0,5820.0,2510.0,8.0,1161628.0,2661100.0,14.0,20.0,2300.0,2008.0,4600.0,5750.0,6942.0,2008.0
18162.0,18072.0,18081.0,18081.0,9.0,45.0,10090.0,81.0,45.0,10090.0,45.0,27.0,10090.0,18162.0,6714.0,18018.0,90.0,45.0,6054.0,15.0,10090.0,15.0,10090.0,3730.0,15.0,1505428.0,4040036.0,18.0,25.0,6006.0,3730.0,10010.0,10010.0,6054.0,3730.0
13208.0,16056.0,16056.0,16056.0,8.0,32.0,6604.0,64.0,32.0,6604.0,32.0,24.0,6604.0,13208.0,6960.0,13144.0,56.0,40.0,4953.0,12.0,8255.0,12.0,6604.0,3480.0,12.0,1436370.0,2712593.0,16.0,16.0,4929.0,3480.0,6572.0,6572.0,3302.0,3480.0
5292.0,11736.0,11736.0,11736.0,6.0,18.0,1764.0,36.0,18.0,2646.0,12.0,6.0,2646.0,5292.0,3012.0,5292.0,30.0,18.0,882.0,3.0,2646.0,2.0,1764.0,1004.0,3.0,442764.0,777924.0,6.0,6.0,882.0,1506.0,2646.0,1764.0,882.0,1506.0
3576.0,7840.0,7952.0,7840.0,4.0,12.0,2682.0,16.0,12.0,2682.0,12.0,8.0,2682.0,3576.0,1584.0,3576.0,20.0,16.0,1788.0,6.0,3576.0,6.0,2682.0,1188.0,6.0,354024.0,799236.0,4.0,9.0,1788.0,1188.0,2682.0,2682.0,894.0,1188.0
10800.0,12000.0,12000.0,12000.0,6.0,18.0,7200.0,36.0,18.0,5400.0,24.0,12.0,5400.0,6042.0,2778.0,5892.0,42.0,30.0,3600.0,6.0,9000.0,8.0,4028.0,1852.0,6.0,833400.0,1767600.0,12.0,12.0,1964.0,1389.0,2946.0,3928.0,5400.0,1389.0
16821.0,18063.0,18063.0,18063.0,9.0,45.0,9345.0,81.0,45.0,9345.0,45.0,18.0,9345.0,16821.0,5553.0,16821.0,54.0,45.0,3738.0,10.0,9345.0,10.0,9345.0,3085.0,10.0,1153173.0,3493161.0,18.0,25.0,3738.0,3085.0,9345.0,9345.0,3738.0,3085.0
13000.0,16048.0,16048.0,16056.0,8.0,32.0,6500.0,64.0,32.0,6500.0,32.0,16.0,6500.0,13000.0,3960.0,12584.0,40.0,32.0,3250.0,8.0,6500.0,8.0,6500.0,1980.0,8.0,804375.0,2556125.0,16.0,16.0,3146.0,1980.0,6292.0,6292.0,4875.0,1980.0
9570.0,11640.0,11640.0,12000.0,6.0,18.0,4785.0,36.0,18.0,4785.0,18.0,6.0,4785.0,7152.0,1440.0,5640.0,36.0,30.0,1595.0,3.0,7975.0,3.0,3576.0,720.0,3.0,382800.0,1499300.0,6.0,9.0,940.0,720.0,2820.0,2820.0,1595.0,720.0
16160.0,15960.0,15960.0,15960.0,8.0,32.0,8080.0,64.0,32.0,8080.0,32.0,16.0,8080.0,9136.0,3728.0,9024.0,64.0,40.0,4040.0,8.0,10100.0,8.0,4568.0,1864.0,8.0,941320.0,2278560.0,16.0,16.0,2256.0,1864.0,4512.0,4512.0,4040.0,1864.0
14658.0,14021.0,14021.0,14028.0,7.0,28.0,8376.0,49.0,28.0,8376.0,28.0,14.0,8376.0,6384.0,4305.0,6384.0,56.0,35.0,4188.0,8.0,10470.0,8.0,3648.0,2460.0,8.0,1287810.0,1909728.0,14.0,16.0,1824.0,2460.0,3648.0,3648.0,6282.0,2460.0
8472.0,11928.0,11928.0,11928.0,6.0,24.0,5648.0,36.0,18.0,4236.0,24.0,12.0,5648.0,8472.0,3456.0,8352.0,36.0,18.0,2824.0,8.0,4236.0,8.0,5648.0,2304.0,6.0,813312.0,1965504.0,12.0,16.0,2784.0,2304.0,5568.0,5568.0,1412.0,1728.0
3486.0,5790.0,5790.0,5850.0,3.0,9.0,3486.0,9.0,12.0,4648.0,9.0,3.0,3486.0,2184.0,774.0,2184.0,18.0,15.0,1162.0,3.0,5810.0,3.0,2184.0,774.0,4.0,299796.0,845936.0,3.0,9.0,728.0,774.0,2184.0,2184.0,1162.0,1032.0
4560.0,7640.0,7640.0,8016.0,4.0,12.0,3420.0,16.0,12.0,3420.0,12.0,0.0,3420.0,3168.0,0.0,2304.0,28.0,16.0,0.0,0.0,4560.0,0.0,2376.0,0.0,0.0,0.0,656640.0,4.0,9.0,0.0,0.0,1728.0,1728.0,0.0,0.0
24552.0,18045.0,18054.0,18054.0,9.0,45.0,13640.0,81.0,45.0,13640.0,45.0,27.0,13640.0,16632.0,6354.0,16632.0,90.0,45.0,8184.0,15.0,13640.0,15.0,9240.0,3530.0,15.0,1925968.0,5041344.0,18.0,25.0,5544.0,3530.0,9240.0,9240.0,8184.0,3530.0
13153.0,13951.0,13951.0,13958.0,7.0,28.0,7516.0,49.0,28.0,7516.0,28.0,14.0,7516.0,7553.0,3311.0,7553.0,56.0,35.0,3758.0,8.0,9395.0,8.0,4316.0,1892.0,8.0,888767.0,2027441.0,14.0,16.0,2158.0,1892.0,4316.0,4316.0,3758.0,1892.0
13674.0,11748.0,11748.0,11970.0,6.0,24.0,6837.0,36.0,18.0,6837.0,18.0,12.0,9116.0,13674.0,2766.0,3510.0,42.0,24.0,4558.0,8.0,9116.0,6.0,6837.0,1383.0,6.0,1050619.0,1333215.0,12.0,12.0,1170.0,1844.0,2340.0,1755.0,4558.0,1383.0
9618.0,14028.0,14028.0,14028.0,7.0,28.0,5496.0,49.0,28.0,5496.0,28.0,14.0,5496.0,5208.0,2800.0,2688.0,56.0,35.0,2748.0,8.0,6870.0,8.0,2976.0,1600.0,8.0,549600.0,527616.0,14.0,16.0,768.0,1600.0,1536.0,1536.0,4122.0,1600.0
9216.0,11712.0,11712.0,11712.0,6.0,18.0,4608.0,36.0,18.0,4608.0,18.0,6.0,4608.0,4608.0,1848.0,4608.0,42.0,18.0,1536.0,3.0,4608.0,3.0,2304.0,924.0,3.0,473088.0,1179648.0,6.0,9.0,768.0,924.0,2304.0,2304.0,1536.0,924.0
7308.0,11838.0,11838.0,11838.0,6.0,18.0,3654.0,36.0,18.0,3654.0,18.0,6.0,3654.0,4032.0,1584.0,4032.0,42.0,18.0,1218.0,3.0,3654.0,3.0,2016.0,792.0,3.0,321552.0,818496.0,6.0,9.0,672.0,792.0,2016.0,2016.0,1218.0,792.0
6564.0,11718.0,11718.0,11718.0,6.0,18.0,3282.0,36.0,18.0,3282.0,18.0,12.0,3282.0,6564.0,2970.0,6564.0,30.0,30.0,2188.0,6.0,5470.0,6.0,3282.0,1485.0,6.0,541530.0,1196836.0,6.0,9.0,2188.0,1485.0,3282.0,3282.0,2188.0,1485.0
14147.0,14042.0,14042.0,14042.0,7.0,28.0,10105.0,49.0,28.0,8084.0,35.0,14.0,8084.0,6209.0,2954.0,6076.0,63.0,35.0,4042.0,8.0,10105.0,10.0,4435.0,2110.0,8.0,852862.0,1754228.0,14.0,20.0,1736.0,1688.0,3472.0,4340.0,4042.0,1688.0
10836.0,11784.0,11784.0,11784.0,6.0,18.0,5418.0,36.0,18.0,5418.0,18.0,12.0,5418.0,5958.0,2898.0,4680.0,48.0,18.0,3612.0,6.0,5418.0,6.0,2979.0,1449.0,6.0,872298.0,1408680.0,6.0,9.0,1560.0,1449.0,2340.0,2340.0,1806.0,1449.0
6570.0,9785.0,9785.0,9785.0,5.0,15.0,3942.0,25.0,15.0,3942.0,15.0,5.0,3942.0,6570.0,1470.0,6570.0,25.0,15.0,1314.0,3.0,3942.0,3.0,3942.0,882.0,3.0,386316.0,1726596.0,5.0,9.0,1314.0,882.0,3942.0,3942.0,2628.0,882.0
12425.0,13951.0,13951.0,13951.0,7.0,28.0,7100.0,49.0,28.0,7100.0,28.0,14.0,7100.0,7042.0,2975.0,5180.0,49.0,35.0,3550.0,8.0,8875.0,8.0,4024.0,1700.0,8.0,754375.0,1313500.0,14.0,16.0,1480.0,1700.0,2960.0,2960.0,1775.0,1700.0
8100.0,11784.0,11784.0,11784.0,6.0,18.0,4050.0,36.0,18.0,4050.0,18.0,12.0,4050.0,8100.0,3120.0,7488.0,36.0,18.0,2700.0,6.0,4050.0,6.0,4050.0,1560.0,6.0,702000.0,1684800.0,6.0,9.0,2496.0,1560.0,3744.0,3744.0,2700.0,1560.0
6432.0,12030.0,12030.0,12036.0,6.0,18.0,4288.0,36.0,18.0,3216.0,24.0,12.0,3216.0,6432.0,3150.0,3282.0,30.0,24.0,2144.0,6.0,4288.0,8.0,4288.0,2100.0,6.0,562800.0,586384.0,6.0,12.0,1094.0,1575.0,1641.0,2188.0,3216.0,1575.0
13746.0,11460.0,11400.0,11988.0,6.0,18.0,6873.0,36.0,18.0,6873.0,18.0,12.0,6873.0,7560.0,3036.0,7284.0,54.0,30.0,4582.0,6.0,11455.0,6.0,3780.0,1518.0,6.0,1159246.0,2781274.0,12.0,9.0,2428.0,1518.0,3642.0,3642.0,2291.0,1518.0
11032.0,14042.0,14042.0,14042.0,7.0,28.0,6304.0,49.0,28.0,6304.0,28.0,14.0,6304.0,5446.0,4298.0,5390.0,42.0,35.0,3152.0,8.0,7880.0,8.0,3112.0,2456.0,8.0,967664.0,1213520.0,14.0,16.0,1540.0,2456.0,3080.0,3080.0,3152.0,2456.0
12334.0,13440.0,13923.0,13650.0,7.0,28.0,3524.0,49.0,21.0,5286.0,14.0,14.0,7048.0,6986.0,4032.0,4172.0,56.0,35.0,3524.0,8.0,8810.0,4.0,1996.0,1152.0,6.0,1014912.0,1050152.0,7.0,8.0,1192.0,2304.0,2384.0,1192.0,1762.0,1728.0
27576.0,15480.0,15856.0,15976.0,8.0,32.0,10341.0,64.0,24.0,10341.0,24.0,24.0,13788.0,15744.0,8112.0,5824.0,88.0,40.0,10341.0,12.0,17235.0,9.0,5904.0,3042.0,9.0,3495258.0,2509416.0,24.0,12.0,2184.0,4056.0,2912.0,2184.0,3447.0,3042.0
3456.0,7880.0,8004.0,7880.0,4.0,12.0,2592.0,16.0,12.0,2592.0,12.0,8.0,2592.0,3456.0,2304.0,3456.0,20.0,12.0,1728.0,6.0,2592.0,6.0,2592.0,1728.0,6.0,497664.0,746496.0,4.0,9.0,1728.0,1728.0,2592.0,2592.0,864.0,1728.0
5880.0,9845.0,9845.0,9845.0,5.0,15.0,4704.0,25.0,15.0,3528.0,20.0,5.0,3528.0,5880.0,1800.0,5880.0,25.0,15.0,1176.0,3.0,3528.0,4.0,4704.0,1440.0,3.0,423360.0,1382976.0,5.0,12.0,1176.0,1080.0,3528.0,4704.0,1176.0,1080.0
5088.0,12018.0,12018.0,12018.0,6.0,24.0,3392.0,36.0,24.0,3392.0,24.0,12.0,3392.0,5088.0,2520.0,5088.0,18.0,30.0,1696.0,8.0,4240.0,8.0,3392.0,1680.0,8.0,356160.0,719104.0,6.0,16.0,1696.0,1680.0,3392.0,3392.0,2544.0,1680.0
7160.0,9890.0,9890.0,9890.0,5.0,20.0,5728.0,25.0,15.0,4296.0,20.0,10.0,5728.0,7160.0,2940.0,6800.0,25.0,25.0,2864.0,8.0,7160.0,8.0,5728.0,2352.0,6.0,842016.0,1947520.0,5.0,16.0,2720.0,2352.0,5440.0,5440.0,1432.0,1764.0
5240.0,9750.0,9750.0,9750.0,5.0,15.0,0.0,25.0,15.0,3144.0,0.0,10.0,3144.0,5240.0,2100.0,0.0,35.0,20.0,2096.0,6.0,4192.0,0.0,0.0,0.0,6.0,440160.0,0.0,5.0,0.0,0.0,1260.0,0.0,0.0,1048.0,1260.0
5640.0,9770.0,9770.0,9770.0,5.0,15.0,3384.0,25.0,15.0,3384.0,15.0,5.0,3384.0,5640.0,1430.0,4680.0,25.0,15.0,1128.0,3.0,3384.0,3.0,3384.0,858.0,3.0,322608.0,1055808.0,5.0,9.0,936.0,858.0,2808.0,2808.0,1128.0,858.0
14408.0,16040.0,16040.0,16040.0,8.0,32.0,7204.0,64.0,32.0,7204.0,32.0,24.0,7204.0,7208.0,6400.0,7144.0,64.0,40.0,5403.0,12.0,9005.0,12.0,3604.0,3200.0,12.0,1440800.0,1608293.0,16.0,16.0,2679.0,3200.0,3572.0,3572.0,5403.0,3200.0
8892.0,11550.0,11604.0,11700.0,6.0,12.0,4446.0,36.0,18.0,4446.0,18.0,6.0,2964.0,4860.0,2400.0,4032.0,42.0,18.0,1482.0,2.0,4446.0,3.0,2430.0,1200.0,3.0,592800.0,995904.0,12.0,6.0,672.0,800.0,1344.0,2016.0,1482.0,1200.0
4870.0,9955.0,9955.0,9960.0,5.0,15.0,3896.0,25.0,15.0,2922.0,20.0,0.0,2922.0,4870.0,0.0,4870.0,25.0,15.0,0.0,0.0,2922.0,0.0,3896.0,0.0,0.0,0.0,948676.0,5.0,12.0,0.0,0.0,2922.0,3896.0,0.0,0.0
5085.0,9500.0,9805.0,10015.0,5.0,15.0,3051.0,25.0,15.0,3051.0,15.0,5.0,3051.0,3545.0,1540.0,1730.0,25.0,25.0,1017.0,3.0,5085.0,3.0,2127.0,924.0,3.0,313236.0,351882.0,5.0,9.0,346.0,924.0,1038.0,1038.0,1017.0,924.0
7308.0,11646.0,12018.0,11700.0,6.0,18.0,3654.0,36.0,18.0,3654.0,18.0,12.0,3654.0,5214.0,2640.0,4410.0,36.0,30.0,2436.0,6.0,6090.0,6.0,2607.0,1320.0,6.0,535920.0,895230.0,6.0,9.0,1470.0,1320.0,2205.0,2205.0,1218.0,1320.0
12950.0,13958.0,13958.0,13958.0,7.0,28.0,7400.0,49.0,28.0,7400.0,28.0,14.0,7400.0,6853.0,3269.0,6811.0,49.0,35.0,3700.0,8.0,9250.0,8.0,3916.0,1868.0,8.0,863950.0,1800050.0,14.0,16.0,1946.0,1868.0,3892.0,3892.0,5550.0,1868.0
14070.0,11592.0,11592.0,11700.0,6.0,18.0,9380.0,36.0,18.0,7035.0,24.0,12.0,7035.0,7020.0,2160.0,5712.0,54.0,18.0,4690.0,6.0,7035.0,8.0,4680.0,1440.0,6.0,844200.0,2232440.0,12.0,12.0,1904.0,1080.0,2856.0,3808.0,2345.0,1080.0
5922.0,11838.0,11838.0,11838.0,6.0,18.0,2961.0,36.0,18.0,2961.0,18.0,6.0,2961.0,2898.0,1584.0,2898.0,30.0,18.0,987.0,3.0,2961.0,3.0,1449.0,792.0,3.0,260568.0,476721.0,6.0,9.0,483.0,792.0,1449.0,1449.0,987.0,792.0
4704.0,11568.0,11700.0,11700.0,6.0,18.0,1568.0,36.0,18.0,2352.0,12.0,12.0,2352.0,4704.0,2160.0,4704.0,30.0,18.0,1568.0,6.0,2352.0,4.0,1568.0,720.0,6.0,282240.0,614656.0,6.0,6.0,1568.0,1080.0,2352.0,1568.0,784.0,1080.0
5720.0,9780.0,9780.0,9780.0,5.0,15.0,3432.0,25.0,15.0,3432.0,15.0,5.0,3432.0,5720.0,2980.0,5720.0,30.0,15.0,1144.0,3.0,3432.0,3.0,3432.0,1788.0,3.0,681824.0,1308736.0,5.0,9.0,1144.0,1788.0,3432.0,3432.0,1144.0,1788.0
4440.0,9805.0,9805.0,9805.0,5.0,15.0,2664.0,25.0,15.0,2664.0,15.0,5.0,2664.0,4440.0,1200.0,4600.0,25.0,20.0,888.0,3.0,3552.0,3.0,2664.0,720.0,3.0,213120.0,816960.0,5.0,9.0,920.0,720.0,2760.0,2760.0,888.0,720.0
9924.0,11862.0,11862.0,11862.0,6.0,18.0,0.0,36.0,18.0,4962.0,0.0,12.0,4962.0,7716.0,3168.0,0.0,60.0,18.0,3308.0,6.0,4962.0,0.0,0.0,0.0,6.0,873312.0,0.0,12.0,0.0,0.0,1584.0,0.0,0.0,3308.0,1584.0
4368.0,7904.0,7904.0,7904.0,4.0,12.0,3276.0,16.0,12.0,3276.0,12.0,4.0,3276.0,2184.0,1144.0,2184.0,24.0,20.0,1092.0,3.0,5460.0,3.0,1638.0,858.0,3.0,312312.0,596232.0,4.0,9.0,546.0,858.0,1638.0,1638.0,1092.0,858.0
4625.0,9805.0,9805.0,9805.0,5.0,15.0,0.0,25.0,15.0,2775.0,0.0,5.0,2775.0,4625.0,1500.0,0.0,35.0,20.0,925.0,3.0,3700.0,0.0,0.0,0.0,3.0,277500.0,0.0,5.0,0.0,0.0,900.0,0.0,0.0,2775.0,900.0
7185.0,9780.0,9995.0,9935.0,5.0,15.0,4311.0,25.0,15.0,4311.0,15.0,10.0,4311.0,7185.0,2880.0,5940.0,30.0,20.0,2874.0,6.0,5748.0,6.0,4311.0,1728.0,6.0,827712.0,1707156.0,5.0,9.0,2376.0,1728.0,3564.0,3564.0,1437.0,1728.0
5088.0,12024.0,12024.0,12024.0,6.0,24.0,3392.0,36.0,24.0,3392.0,24.0,12.0,3392.0,5088.0,2520.0,5088.0,18.0,30.0,1696.0,8.0,4240.0,8.0,3392.0,1680.0,8.0,356160.0,719104.0,6.0,16.0,1696.0,1680.0,3392.0,3392.0,1696.0,1680.0
11172.0,14035.0,14035.0,14035.0,7.0,28.0,6384.0,49.0,28.0,6384.0,28.0,14.0,6384.0,5488.0,4270.0,5488.0,42.0,35.0,3192.0,8.0,7980.0,8.0,3136.0,2440.0,8.0,973560.0,1251264.0,14.0,16.0,1568.0,2440.0,3136.0,3136.0,3192.0,2440.0
14427.0,13965.0,13965.0,13972.0,7.0,28.0,8244.0,49.0,28.0,8244.0,28.0,14.0,8244.0,7658.0,4529.0,7490.0,49.0,35.0,4122.0,8.0,10305.0,8.0,4376.0,2588.0,8.0,1333467.0,2205270.0,14.0,16.0,2140.0,2588.0,4280.0,4280.0,6183.0,2588.0
11520.0,16024.0,16024.0,16024.0,8.0,32.0,7200.0,64.0,32.0,5760.0,40.0,16.0,5760.0,11520.0,3736.0,11456.0,56.0,40.0,2880.0,8.0,7200.0,10.0,7200.0,2335.0,8.0,672480.0,2062080.0,16.0,20.0,2864.0,1868.0,5728.0,7160.0,4320.0,1868.0
9618.0,11538.0,11880.0,11700.0,6.0,18.0,4809.0,36.0,18.0,4809.0,18.0,12.0,4809.0,4914.0,3594.0,4704.0,42.0,18.0,3206.0,6.0,4809.0,6.0,2457.0,1797.0,6.0,960197.0,1256752.0,6.0,9.0,1568.0,1797.0,2352.0,2352.0,1603.0,1797.0
11748.0,11676.0,11676.0,11700.0,6.0,18.0,7832.0,36.0,18.0,5874.0,24.0,12.0,5874.0,5874.0,2952.0,5874.0,48.0,18.0,3916.0,6.0,5874.0,8.0,3916.0,1968.0,6.0,963336.0,1916882.0,12.0,12.0,1958.0,1476.0,2937.0,3916.0,1958.0,1476.0
16956.0,18072.0,18072.0,18081.0,9.0,45.0,9420.0,81.0,45.0,9420.0,45.0,18.0,9420.0,16956.0,5841.0,16956.0,54.0,45.0,3768.0,10.0,9420.0,10.0,9420.0,3245.0,10.0,1222716.0,3549456.0,18.0,25.0,3768.0,3245.0,9420.0,9420.0,5652.0,3245.0
4900.0,9885.0,9930.0,9885.0,5.0,15.0,2940.0,25.0,15.0,2940.0,15.0,10.0,2940.0,4900.0,2420.0,4900.0,30.0,15.0,1960.0,6.0,2940.0,6.0,2940.0,1452.0,6.0,474320.0,960400.0,5.0,9.0,1960.0,1452.0,2940.0,2940.0,980.0,1452.0
9510.0,9615.0,9800.0,9750.0,5.0,15.0,5706.0,25.0,15.0,5706.0,15.0,10.0,5706.0,6130.0,2880.0,5500.0,35.0,15.0,3804.0,6.0,5706.0,6.0,3678.0,1728.0,6.0,1095552.0,2092200.0,10.0,9.0,2200.0,1728.0,3300.0,3300.0,1902.0,1728.0
3360.0,9700.0,9750.0,9750.0,5.0,15.0,1344.0,25.0,15.0,2016.0,10.0,5.0,2016.0,3360.0,1280.0,3360.0,20.0,15.0,672.0,3.0,2016.0,2.0,1344.0,512.0,3.0,172032.0,451584.0,5.0,6.0,672.0,768.0,2016.0,1344.0,672.0,768.0
5030.0,9795.0,9795.0,9795.0,5.0,15.0,3018.0,25.0,15.0,3018.0,15.0,0.0,3018.0,5030.0,0.0,5030.0,25.0,15.0,0.0,0.0,3018.0,0.0,3018.0,0.0,0.0,0.0,1012036.0,5.0,9.0,0.0,0.0,3018.0,3018.0,0.0,0.0
