overall_qual,gr_liv_area,exter_qual,kitchen_qual,total_bsmt_sf,garage_area,garage_cars,1st_flr_sf,bsmt_qual,year_built,garage_finish,garage_yr_blt,year_remod/add,fireplace_qu,full_bath,foundation_PConc,mas_vnr_area,totrms_abvgrd
5,1786,3,3,1499,529,2,1619,3,1965,3,1965.0,1965,4,2,0,0.0,7
7,1294,4,4,1286,662,2,1294,4,2006,2,2006.0,2006,4,2,1,0.0,6
5,1152,3,3,1152,252,1,1152,4,1978,1,1960.0,1978,0,2,1,0.0,6
5,1024,3,3,1024,308,1,1024,3,1965,1,1965.0,1965,0,1,0,0.0,5
5,2315,3,3,1168,342,1,1278,4,1950,3,1950.0,1963,4,2,0,405.0,9
8,1338,4,4,1338,582,2,1338,4,2001,3,2001.0,2001,0,2,1,0.0,6
7,1578,4,4,1578,642,3,1578,5,2006,1,2006.0,2006,4,2,1,128.0,7
8,2373,4,4,1052,632,3,1052,4,2004,3,2004.0,2005,4,2,1,236.0,9
4,2650,3,3,0,0,0,862,0,1967,0,1967.0,1967,0,3,0,0.0,10
9,1856,4,5,1856,834,3,1856,5,2010,3,2010.0,2010,5,1,1,350.0,8
9,1940,5,5,1930,606,3,1940,5,2009,3,2010.0,2010,4,2,1,450.0,8
8,1682,4,4,1664,528,2,1682,5,1997,3,1997.0,1997,3,1,1,0.0,6
7,2291,4,4,975,429,2,1005,4,1999,3,1999.0,1999,3,2,1,302.0,8
5,1203,3,4,709,352,1,979,3,1950,1,1950.0,1950,3,1,0,161.0,5
4,912,3,3,0,0,0,672,0,1947,0,1947.0,1950,0,1,0,0.0,3
5,1367,3,3,861,384,1,961,3,1900,1,1978.0,1950,0,1,0,0.0,7
5,1691,3,4,1026,308,1,1026,3,1924,1,1924.0,1950,4,2,0,0.0,6
8,1544,4,4,1544,868,3,1544,4,2009,2,2009.0,2010,0,2,1,256.0,7
5,894,3,3,894,600,2,894,3,1972,2,1985.0,1972,0,1,0,0.0,6
6,958,3,3,958,440,2,958,4,1976,2,1976.0,1976,0,2,0,0.0,5
5,1306,3,3,992,756,1,1306,3,1957,1,1968.0,2000,0,1,0,0.0,5
7,1142,4,4,1142,440,2,1142,4,2005,3,2005.0,2006,0,2,1,14.0,6
7,1952,3,4,976,299,1,976,3,1950,3,1950.0,2005,3,1,0,0.0,8
5,1728,3,3,704,234,1,1024,3,1949,1,1949.0,1973,4,1,0,0.0,7
5,1866,3,3,1866,495,2,1866,3,1958,1,1958.0,1958,0,2,1,657.0,8
6,1709,3,4,836,416,2,851,4,1991,3,1991.0,1991,0,2,1,194.0,7
5,1920,3,3,928,400,2,928,3,1948,1,1948.0,1950,0,2,0,567.0,10
8,1235,4,3,1235,484,2,1235,4,1980,3,1980.0,1980,3,1,0,0.0,4
5,759,3,3,451,576,2,759,2,1912,1,1997.0,1991,0,1,0,0.0,5
7,1802,3,3,793,216,1,901,2,1920,1,1920.0,1950,4,1,0,0.0,9
5,792,4,3,624,287,1,792,2,1923,1,1963.0,1950,0,1,1,0.0,5
4,1544,4,3,925,0,0,1000,2,1890,0,1890.0,2006,0,2,0,0.0,7
6,1082,3,3,1082,240,1,1082,3,1948,1,1948.0,1950,4,1,0,206.0,5
8,788,4,4,728,484,2,788,4,1980,3,1980.0,1980,3,1,0,0.0,3
5,1676,3,4,1160,672,2,1676,3,1977,2,1977.0,1994,3,1,1,0.0,6
5,1447,3,3,801,0,0,801,2,1910,0,1910.0,1950,0,1,0,0.0,6
5,1268,4,3,832,288,1,1036,3,1949,1,1949.0,1950,4,1,0,0.0,6
6,1682,3,4,804,523,2,804,4,1998,2,1998.0,1998,0,2,1,116.0,7
8,2225,4,4,1390,713,3,1402,4,1992,2,1992.0,1993,3,2,1,180.0,7
8,1848,4,4,975,592,2,975,4,2000,2,2000.0,2000,3,2,1,0.0,7
6,1776,3,3,821,443,2,821,4,1996,3,1996.0,1996,3,2,1,0.0,7
5,892,3,3,864,264,1,892,3,1966,2,1966.0,1966,0,1,0,65.0,5
7,1490,4,4,788,388,2,788,4,2004,3,2004.0,2005,4,2,1,0.0,8
5,1064,3,3,1064,528,2,1064,3,1967,1,1967.0,1967,3,1,0,305.0,6
7,1864,3,3,1020,0,0,978,3,1902,0,1902.0,2000,0,2,0,188.0,9
6,1398,3,3,684,440,2,684,3,1976,3,1976.0,2001,3,1,0,0.0,6
6,1218,3,3,672,264,1,672,3,1972,1,1972.0,1972,0,1,0,281.0,7
8,1660,4,4,1660,500,2,1660,5,2006,2,2006.0,2006,4,2,1,420.0,8
4,1350,3,3,967,504,2,1350,3,1954,2,1954.0,1954,4,1,0,0.0,6
7,2978,4,4,710,564,2,1898,4,1967,3,1961.0,2007,4,2,0,300.0,11
6,1521,3,4,741,640,3,780,3,1910,1,1950.0,2002,0,1,1,0.0,8
7,1431,4,4,1431,666,2,1431,4,1999,3,1999.0,1999,0,2,1,0.0,6
8,2052,4,4,1107,642,3,1040,4,2000,3,2000.0,2001,3,2,1,0.0,7
5,1517,3,2,793,0,0,997,3,1919,0,1919.0,2005,0,2,0,0.0,7
6,1578,3,2,806,240,1,958,3,1941,1,1941.0,1950,3,1,0,0.0,5
4,1608,3,3,1396,444,1,1608,3,1961,1,1961.0,1961,0,1,0,198.0,6
5,1224,3,1,689,180,1,725,4,1917,1,1917.0,1950,0,1,0,0.0,6
5,1776,3,3,1584,888,3,1776,3,1958,1,1968.0,1958,0,2,0,95.0,9
8,1234,4,4,1234,484,2,1234,5,2007,2,2007.0,2007,0,2,1,0.0,7
8,1625,4,4,1573,538,2,1625,4,2006,3,2006.0,2007,4,2,1,481.0,5
5,1572,3,3,1572,995,3,1572,3,1963,2,1963.0,1963,3,1,0,226.0,5
5,1647,3,4,1430,621,2,1647,4,1977,3,1977.0,1977,3,2,0,459.0,7
7,2014,4,4,912,486,2,1072,4,2003,3,2003.0,2003,0,2,1,0.0,9
3,1163,3,3,1162,220,1,1163,3,1955,1,1955.0,2005,0,1,0,0.0,6
6,2544,3,3,1248,907,3,1248,3,1969,2,1969.0,1969,0,2,0,480.0,12
6,987,3,3,483,352,1,483,3,1972,1,1975.0,1972,0,1,0,422.0,5
6,1824,3,3,764,520,2,1060,3,1919,1,1940.0,1950,4,1,1,0.0,8
9,2855,4,5,1540,774,3,1540,5,2000,2,2000.0,2000,3,2,1,877.0,9
6,913,3,3,814,240,1,913,3,1966,1,1990.0,1966,0,1,0,0.0,6
8,1776,4,4,1732,712,3,1776,5,2006,3,2006.0,2007,4,2,1,100.0,7
7,1426,4,4,912,216,1,912,3,1918,1,1925.0,1998,4,1,0,0.0,7
8,1646,4,4,1594,482,2,1646,5,2004,3,2004.0,2005,4,2,1,174.0,5
7,1314,4,4,1314,626,2,1314,4,2007,2,2008.0,2008,4,2,1,166.0,6
5,1049,4,4,1049,266,1,1049,4,1984,3,1984.0,1984,0,2,0,149.0,5
6,1680,3,3,840,308,1,840,4,1915,1,1960.0,1976,0,2,0,0.0,8
7,1889,2,3,925,308,1,964,3,1910,1,1960.0,1950,4,1,0,0.0,9
9,1808,5,5,1774,850,3,1808,5,2008,3,2008.0,2008,4,2,1,285.0,7
8,2550,4,5,1108,670,3,1148,5,2006,3,2006.0,2007,4,2,1,190.0,11
7,1908,4,4,915,493,2,933,4,1994,1,1994.0,1995,3,2,1,0.0,8
6,1643,3,3,1182,438,2,1643,4,1966,1,1966.0,1966,4,2,0,0.0,6
5,2414,3,3,954,520,2,1766,3,1900,1,1970.0,1970,4,2,0,0.0,10
8,1512,4,4,798,180,1,798,2,1925,1,1925.0,1997,4,2,1,0.0,7
5,1188,3,3,1188,312,1,1188,3,1962,1,1962.0,1962,0,1,0,189.0,6
5,1323,3,3,780,400,2,948,3,1948,1,1948.0,2005,0,1,0,0.0,6
5,1092,3,3,525,320,1,525,3,1971,1,1997.0,1971,0,1,0,492.0,6
7,1726,5,5,1726,786,3,1726,5,2007,3,2007.0,2007,4,2,1,205.0,8
6,1564,3,3,650,476,2,888,4,1980,1,1980.0,1981,3,2,0,130.0,7
4,1521,3,4,910,597,1,910,3,1950,1,1950.0,1950,0,1,0,0.0,6
7,1226,3,4,1226,740,3,1226,4,2009,2,2009.0,2009,0,2,1,0.0,6
4,816,3,3,624,0,0,816,3,1910,0,1910.0,1950,4,1,0,0.0,5
6,1330,4,4,1330,437,2,1330,4,2006,3,2006.0,2007,4,2,1,0.0,6
6,1511,3,3,802,413,2,802,4,1997,3,1997.0,1997,3,2,1,0.0,8
5,858,3,3,858,576,2,858,4,1982,1,1983.0,1982,0,1,0,0.0,5
3,894,2,3,894,1248,3,894,3,1935,2,1994.0,1950,0,1,0,0.0,6
8,1752,4,3,559,492,2,1080,4,1988,2,1988.0,2005,0,2,0,0.0,8
7,1782,4,4,1782,551,2,1782,4,1979,3,1979.0,1979,3,2,0,194.0,6
5,1343,3,3,731,186,1,820,3,1921,1,1921.0,1950,4,1,0,0.0,7
8,1717,4,4,1709,908,3,1717,5,2006,2,2006.0,2006,4,2,1,250.0,7
5,1507,3,3,1075,404,1,1507,3,1960,1,1960.0,1960,0,2,0,0.0,7
5,1027,3,3,1027,299,1,1027,3,1962,1,1962.0,1962,0,1,0,0.0,6
5,1680,3,3,856,450,2,936,3,1910,1,1910.0,1950,4,2,0,0.0,7
7,1829,4,4,941,613,2,941,4,2003,2,2003.0,2003,3,2,1,223.0,7
8,1904,4,5,1058,736,2,1058,4,2005,3,2003.0,2005,4,2,1,280.0,8
5,952,3,3,952,840,2,952,3,1951,1,1988.0,1951,0,1,0,0.0,4
4,1131,3,3,907,672,2,1131,2,1937,1,1995.0,2000,0,1,0,435.0,7
5,1588,3,3,768,480,2,1024,3,1955,1,1955.0,1967,0,1,0,0.0,6
7,2673,3,4,1043,441,2,1539,4,1980,2,1980.0,1991,3,2,0,229.0,9
5,1764,3,3,0,301,1,1764,0,1957,3,1957.0,1982,3,2,0,0.0,7
8,2090,4,4,1220,556,2,1220,4,1995,2,1995.0,1996,3,2,1,438.0,8
8,2612,4,4,1225,676,3,1276,4,1998,3,1998.0,1999,3,2,1,975.0,8
5,1271,3,3,720,312,1,720,3,1948,1,1948.0,1950,4,2,0,0.0,7
7,2514,3,3,1216,693,2,1298,4,1990,3,1990.0,1991,0,2,0,0.0,8
4,864,3,3,864,576,2,864,3,1971,1,1989.0,1971,0,1,0,0.0,4
5,1803,3,3,1134,484,2,1803,3,1957,2,1957.0,2000,3,2,0,67.0,8
6,2422,3,4,1288,527,2,2422,4,1954,3,1954.0,1994,4,3,0,300.0,6
5,1056,3,3,1056,300,1,1056,3,1955,3,1955.0,1955,0,1,0,0.0,6
5,3086,3,4,666,1200,3,1308,3,1935,1,2007.0,2007,0,3,0,0.0,9
6,1290,3,3,554,200,1,736,3,1900,1,1926.0,2000,0,1,0,0.0,6
7,1541,4,4,1541,843,3,1541,4,2001,2,2001.0,2002,3,2,1,150.0,6
10,2020,5,5,2006,900,3,2020,5,2009,3,2009.0,2009,4,2,0,305.0,9
8,1226,4,4,1226,484,2,1226,4,1981,3,1981.0,1981,3,1,0,0.0,4
7,1710,4,4,856,548,2,856,4,2003,2,2003.0,2003,0,2,1,196.0,8
7,918,3,3,852,360,1,918,3,1975,1,1975.0,1975,0,1,0,50.0,4
9,1668,4,4,1626,702,3,1668,4,2002,3,2002.0,2002,3,2,1,215.0,7
4,1126,3,4,0,520,2,1126,0,1949,3,2002.0,2003,0,2,0,0.0,5
6,1062,3,3,1062,297,1,1062,3,1954,1,1954.0,1954,0,1,0,80.0,6
5,893,3,4,845,576,2,893,3,1949,1,1985.0,2003,0,1,0,0.0,4
7,1594,4,4,846,434,2,846,4,2004,3,2004.0,2004,4,2,1,0.0,7
4,1273,3,4,616,275,1,1055,3,1910,1,1910.0,1993,0,1,0,0.0,5
8,2376,4,4,1158,853,3,1158,5,2005,2,2005.0,2006,4,3,1,380.0,9
7,1368,4,4,1368,474,2,1368,4,2005,2,2005.0,2006,4,2,1,94.0,6
6,1416,3,3,708,776,2,708,3,1968,2,1968.0,1968,3,2,0,420.0,7
7,1080,4,4,530,496,2,530,4,2003,2,2003.0,2003,0,2,1,0.0,4
6,1392,3,3,1392,576,2,1392,2,1968,2,1968.0,1968,3,1,0,216.0,5
7,1744,4,4,996,457,2,1014,4,1993,2,1993.0,2003,0,2,1,0.0,7
5,1214,3,3,1214,318,1,1214,3,1967,2,1967.0,1967,2,2,0,196.0,5
6,1090,3,3,720,240,1,760,2,1940,1,1940.0,2006,0,1,0,0.0,5
6,1208,4,3,1208,546,2,1208,4,1977,2,1977.0,1977,3,1,0,0.0,6
6,1102,3,3,988,582,2,1102,4,1980,2,1980.0,1980,3,1,0,130.0,5
5,1473,3,5,1437,452,1,1473,3,1968,1,1968.0,2003,4,1,0,0.0,5
2,1086,2,3,723,400,2,723,2,1920,1,1920.0,1950,0,1,0,0.0,5
4,765,3,4,765,200,1,765,3,1925,1,1926.0,1950,0,1,0,0.0,4
7,2398,4,4,1379,834,3,1383,4,1996,3,1996.0,1997,3,2,1,594.0,8
5,864,3,5,864,576,2,864,3,1972,3,1977.0,2000,0,1,0,0.0,5
7,1820,3,4,864,492,2,902,3,1965,1,1965.0,1988,4,1,0,288.0,8
8,1702,4,4,1702,844,3,1702,4,2007,2,2007.0,2007,4,2,1,260.0,7
7,1358,4,4,1358,484,2,1358,4,2009,2,2010.0,2010,4,2,1,128.0,6
7,1774,3,3,952,468,2,1022,3,1931,1,1931.0,1950,3,2,0,0.0,8
7,1553,4,4,756,615,2,756,4,2005,2,2005.0,2006,0,2,1,0.0,6
8,1811,4,4,972,565,2,972,4,2002,2,2002.0,2002,4,2,1,0.0,7
7,1417,4,4,1417,511,2,1417,4,1997,1,1997.0,1998,3,2,1,209.0,7
5,1008,3,2,1008,308,1,1008,3,1956,1,1964.0,1956,0,1,0,54.0,6
8,1915,4,4,908,506,2,927,4,1992,3,1992.0,1992,3,2,1,0.0,8
5,960,3,2,960,392,1,960,3,1959,1,1959.0,2000,0,1,0,0.0,4
6,1229,3,4,561,462,2,561,4,1980,3,1980.0,1992,3,1,0,0.0,5
5,1056,3,3,1056,308,1,1056,3,1958,2,1958.0,1992,0,1,0,0.0,6
6,1348,3,3,660,453,2,660,3,1966,2,1966.0,1966,2,1,0,266.0,6
10,4316,5,5,2444,832,3,2444,5,1994,3,1994.0,1995,5,3,1,1170.0,10
4,1196,3,3,1196,440,2,1196,3,1916,1,1957.0,1990,0,1,0,0.0,5
7,1959,4,4,847,434,2,847,4,2004,3,2004.0,2005,4,2,1,0.0,8
7,1759,4,4,1449,525,2,944,4,1992,1,1992.0,1993,3,2,1,0.0,7
7,2161,4,4,1257,570,2,1290,4,2001,2,2001.0,2001,3,2,1,227.0,8
6,752,3,3,744,264,1,752,4,1984,1,1984.0,1984,0,1,0,0.0,4
5,816,3,3,816,264,1,816,3,1982,1,1982.0,1982,0,1,0,0.0,5
5,884,3,4,840,504,2,884,4,1983,2,1983.0,1983,0,1,0,0.0,5
7,1614,4,4,1614,865,3,1614,4,2005,2,2005.0,2006,0,2,1,240.0,7
6,1516,3,4,707,409,2,707,4,1994,3,1994.0,1995,3,2,1,0.0,7
5,897,3,3,876,264,1,897,3,1968,2,1968.0,1968,0,1,0,89.0,5
7,2243,4,4,700,746,3,1122,4,1990,2,1990.0,1991,3,2,0,246.0,8
8,1568,4,4,1568,564,2,1568,4,2001,2,2001.0,2002,3,2,1,0.0,6
5,1064,3,2,864,318,1,1064,3,1952,1,1952.0,1952,0,1,0,0.0,4
5,1620,3,3,780,462,2,780,3,1969,3,1969.0,1969,0,2,0,263.0,7
5,1012,3,3,816,429,1,1012,3,1920,1,1920.0,1950,0,1,0,0.0,5
6,1316,4,4,1316,397,2,1316,4,2005,3,2005.0,2006,4,2,1,0.0,6
4,845,3,3,0,290,1,845,0,1957,1,1957.0,1957,0,1,0,0.0,5
7,2236,3,4,964,642,2,993,4,1997,3,1997.0,1997,3,2,1,285.0,8
5,630,3,5,630,0,0,630,4,1970,0,1970.0,1970,0,1,0,0.0,3
7,1553,4,4,691,420,2,691,4,1996,3,1996.0,1996,0,2,1,0.0,6
8,3194,3,3,965,380,2,1940,4,1934,1,1934.0,1998,4,2,1,0.0,10
6,1136,3,3,1136,384,1,1136,3,1965,2,1965.0,1965,4,1,0,0.0,5
6,848,4,4,848,420,2,848,4,2004,3,2004.0,2004,4,1,1,169.0,4
6,1211,3,4,1211,461,2,1211,4,1976,3,1976.0,1976,1,2,1,621.0,6
6,1256,4,4,1145,641,2,1256,4,2008,3,2008.0,2008,4,1,1,252.0,5
6,1285,3,3,861,506,2,861,3,1926,3,1950.0,1950,0,1,1,0.0,6
5,2372,3,3,994,432,1,1378,3,1892,2,1985.0,1965,0,2,0,0.0,11
7,1498,4,4,1498,675,2,1498,4,2006,2,2006.0,2006,0,2,1,0.0,5
6,2264,3,3,1100,408,1,1100,3,1918,1,1950.0,1995,0,2,0,0.0,8
7,2090,3,3,1107,484,2,1107,4,1973,2,1973.0,1973,3,2,0,240.0,7
9,2324,5,5,1175,736,3,1182,5,2005,3,2005.0,2006,4,3,1,286.0,11
7,1414,4,4,1375,398,2,1414,4,2004,3,2004.0,2004,3,2,1,18.0,6
5,1392,2,3,1212,0,0,1212,3,1915,0,1915.0,1950,0,1,0,0.0,6
5,1348,3,3,884,216,1,884,3,1925,1,1960.0,1997,2,1,0,0.0,5
5,1968,3,3,784,530,2,1168,3,1969,2,1969.0,1969,1,2,0,232.0,7
4,1149,3,3,1014,544,1,1149,3,1960,3,1968.0,1971,0,1,0,0.0,7
6,1484,4,4,742,390,2,742,4,2005,3,2005.0,2005,4,2,1,0.0,8
8,2499,4,3,392,527,2,1487,3,1976,1,1976.0,1976,4,2,0,200.0,5
7,1119,4,4,835,437,2,1119,4,2004,3,2004.0,2005,0,2,1,0.0,5
6,1199,4,4,1199,530,2,1199,4,1993,2,1993.0,1993,0,2,1,0.0,5
6,1846,4,4,1836,495,2,1846,4,2006,2,2006.0,2006,4,2,1,0.0,7
5,864,4,3,864,336,1,864,3,1978,1,1978.0,2005,0,1,0,90.0,6
8,2727,4,4,853,440,2,1549,4,1932,1,1932.0,1994,3,2,0,0.0,10
6,952,3,2,952,192,1,952,3,1916,1,1916.0,1950,4,1,0,0.0,4
5,1304,3,3,264,336,1,616,4,1977,2,1977.0,1977,3,1,1,0.0,5
8,1959,4,4,1088,1025,3,1088,4,2006,2,2006.0,2006,4,2,1,0.0,8
3,1610,3,2,972,480,1,1052,3,1938,2,1938.0,1990,4,2,0,0.0,8
5,1365,3,4,765,440,2,765,3,1973,1,1973.0,1973,2,1,0,200.0,7
5,1308,3,3,720,484,2,720,3,1969,1,1969.0,1969,0,1,0,0.0,7
5,925,4,3,912,576,2,925,3,1965,1,1978.0,2005,0,1,0,0.0,5
2,407,3,3,407,297,1,407,3,1946,1,1949.0,1950,0,1,0,0.0,3
6,1580,3,3,1244,440,2,1580,3,1959,1,1956.0,1959,4,1,0,432.0,6
5,1292,3,3,1292,520,2,1292,3,1964,1,1964.0,1964,4,1,0,144.0,6
7,1694,4,4,569,434,1,854,4,1997,1,1997.0,1998,3,2,1,0.0,6
8,1630,4,5,1622,860,3,1630,5,2008,2,2008.0,2008,4,2,1,270.0,8
8,2417,4,4,1288,462,2,1301,4,1991,1,1991.0,1992,3,2,0,284.0,9
5,995,3,3,960,264,1,995,3,1925,1,1926.0,1999,0,1,0,0.0,5
5,1539,3,3,927,576,2,1067,3,1936,1,1995.0,1950,0,1,0,0.0,5
5,1836,3,3,686,288,1,1150,3,1900,1,1900.0,1950,0,2,0,0.0,7
5,980,3,3,980,384,1,980,3,1967,3,1967.0,1967,0,2,1,0.0,6
7,1455,4,4,1415,644,3,1455,4,2003,3,2003.0,2003,3,2,1,143.0,6
9,2656,5,5,1934,1040,3,1943,5,2007,2,2007.0,2007,4,2,1,456.0,8
8,1036,4,4,1036,484,2,1036,4,1980,3,1980.0,1980,3,1,0,0.0,4
5,1664,3,3,0,0,0,1664,0,1965,0,1965.0,1965,0,2,0,0.0,8
5,1472,3,4,702,250,1,842,3,1925,1,1925.0,1994,0,1,1,0.0,6
2,599,2,4,416,0,0,599,2,1940,0,1940.0,1950,0,1,1,0.0,4
7,836,3,3,836,345,1,836,3,1976,1,1976.0,1976,0,1,0,0.0,5
6,1746,4,4,698,350,3,698,4,2006,1,2007.0,2007,4,2,1,0.0,6
6,1103,3,3,1103,462,2,1103,3,1974,1,1974.0,1974,0,2,0,176.0,6
7,1222,4,4,1222,615,2,1222,4,2010,2,2009.0,2010,0,2,1,80.0,6
5,2192,3,4,720,240,1,1052,3,1939,1,1939.0,1997,4,2,1,0.0,8
6,1375,3,4,780,544,1,780,3,1937,1,1979.0,1950,4,1,1,0.0,6
4,1092,3,3,546,0,0,546,3,1970,0,1970.0,1970,0,1,0,0.0,5
7,2161,3,4,832,506,2,1218,3,1950,3,1994.0,2000,3,2,0,0.0,8
5,1022,3,3,1022,747,2,1022,4,1994,1,1995.0,1994,0,1,1,0.0,6
6,1337,4,4,1337,511,2,1337,4,2001,3,2001.0,2001,3,2,1,0.0,5
6,1052,3,3,1010,440,2,1052,3,1971,1,1971.0,1971,0,1,0,80.0,6
4,864,3,3,864,280,1,864,3,1970,1,1972.0,1970,0,1,0,0.0,5
4,630,3,3,630,286,1,630,4,1970,1,1970.0,1970,0,1,0,0.0,3
6,936,3,3,920,460,2,936,5,1996,3,1996.0,1997,0,0,1,134.0,3
7,1982,4,4,807,575,2,1175,4,1989,3,1989.0,1989,3,2,0,340.0,7
8,2468,4,4,1136,872,3,1136,5,2004,3,2004.0,2004,4,2,1,388.0,10
7,2097,3,4,1108,583,2,1108,4,1998,2,1998.0,1998,3,2,1,0.0,8
5,882,3,4,720,240,1,882,3,1952,1,1952.0,1952,0,1,0,52.0,4
6,987,3,3,483,288,1,483,3,1972,1,1972.0,1972,1,1,0,297.0,5
8,1582,4,4,1582,905,3,1582,5,2007,3,2007.0,2007,0,2,1,302.0,7
5,1281,3,4,756,379,2,903,3,1926,1,1926.0,1950,0,1,0,0.0,6
8,2199,4,4,1173,516,2,1182,4,1997,3,1997.0,1997,3,2,1,1290.0,9
5,808,3,3,0,164,1,808,0,1945,1,1925.0,1995,0,1,0,0.0,6
5,2126,3,3,1013,538,2,1160,3,1967,3,1967.0,1967,0,2,1,0.0,7
7,1428,4,5,1417,554,2,1428,4,2008,2,2008.0,2008,0,2,1,256.0,6
5,840,3,3,672,0,0,840,3,1930,0,1930.0,1950,3,1,0,0.0,5
5,1038,4,3,1038,264,1,1038,3,1984,2,1984.0,1984,0,2,0,149.0,5
6,1548,3,3,804,440,2,804,4,1976,2,1976.0,1976,3,2,0,0.0,7
6,1118,3,3,648,440,2,734,2,1920,1,1990.0,1950,0,1,0,0.0,6
6,1801,3,3,697,365,2,1104,3,1930,1,1930.0,1959,4,1,1,0.0,8
5,950,3,3,950,280,1,950,3,1971,1,1981.0,1971,0,1,0,0.0,5
7,1250,4,4,625,625,2,625,4,2006,3,2006.0,2007,0,2,1,0.0,5
6,1200,4,4,1200,521,2,1200,4,1995,2,1995.0,1995,0,2,1,0.0,6
5,1141,3,3,1141,568,1,1141,3,1967,1,1967.0,1967,0,1,1,140.0,6
6,1069,3,3,1069,440,2,1069,4,1977,2,1977.0,1977,0,2,0,0.0,4
5,938,3,3,938,308,1,938,4,1975,1,1977.0,1980,0,1,0,0.0,5
5,1114,3,4,1114,0,0,1114,4,2004,0,2004.0,2004,0,1,1,0.0,6
6,1726,4,4,1726,561,2,1726,4,2008,3,2008.0,2008,4,2,1,280.0,6
6,832,3,4,832,528,2,832,3,1954,1,1962.0,1954,0,1,0,0.0,4
7,1228,3,3,600,215,1,628,3,1918,1,1918.0,1990,4,1,0,0.0,6
5,1344,3,3,1344,686,2,1344,4,1999,1,2001.0,1999,4,2,1,0.0,7
5,925,3,4,925,252,1,925,3,1956,1,1956.0,2003,0,1,0,0.0,5
4,876,3,3,876,320,1,876,3,1959,1,1959.0,1959,0,1,0,0.0,5
5,965,3,3,870,580,2,965,4,1996,1,1998.0,1996,0,1,1,0.0,4
6,1570,3,3,1395,441,2,1570,3,1958,2,1958.0,1958,3,1,0,187.0,5
6,919,3,3,894,195,1,919,3,1926,1,1926.0,1998,0,1,0,0.0,5
6,1258,4,4,1258,528,2,1258,3,1971,2,1971.0,2004,0,2,0,144.0,5
6,848,4,4,848,420,2,848,4,2004,2,2004.0,2004,0,1,1,169.0,3
5,2654,3,3,671,638,2,1567,4,1920,1,1946.0,1996,4,3,0,356.0,11
5,1230,3,3,440,440,2,682,3,1910,1,1966.0,1981,0,1,1,0.0,5
5,1436,3,3,892,1488,4,1254,3,1922,1,1968.0,1950,4,1,0,0.0,7
5,1360,3,3,1104,336,1,1360,3,1969,2,1969.0,1979,3,1,1,194.0,8
7,2212,4,4,1700,773,3,1700,4,2005,3,2006.0,2006,4,2,1,248.0,9
5,1022,3,2,1022,184,1,1022,2,1922,1,1922.0,1950,4,1,1,0.0,4
6,1374,3,3,1130,286,1,1374,3,1964,2,1964.0,1964,3,1,0,212.0,7
6,1261,3,3,1261,433,2,1261,3,1958,2,1958.0,1958,3,1,0,0.0,6
5,1155,3,4,1109,576,2,1155,3,1961,1,1987.0,1995,0,1,0,0.0,6
4,1120,3,2,1040,544,2,1120,3,1961,2,1961.0,1961,0,1,0,0.0,5
8,1838,4,4,1838,524,2,1838,5,2007,2,2007.0,2008,4,2,1,352.0,7
7,1492,4,4,1492,596,2,1492,4,2002,2,2002.0,2002,4,2,1,0.0,6
5,1306,3,4,240,472,2,810,3,1910,1,1959.0,2003,0,1,0,0.0,6
5,796,3,3,796,0,0,796,4,1971,0,1971.0,1971,0,1,0,0.0,5
5,1144,3,3,1144,456,2,1144,3,1961,1,1961.0,1961,0,1,0,136.0,6
5,1505,3,3,883,240,1,988,3,1940,1,1940.0,1982,0,1,0,0.0,8
9,1838,5,5,1838,765,3,1838,5,2006,3,2006.0,2006,4,2,1,584.0,8
7,2067,3,4,752,784,2,1285,3,1974,2,1974.0,1974,3,2,0,0.0,7
5,1540,4,4,572,0,0,884,2,1905,0,1905.0,2005,0,1,0,0.0,7
5,816,3,3,816,816,2,816,3,1982,3,1985.0,2003,0,1,1,0.0,4
5,816,2,3,816,516,2,816,4,1963,1,1963.0,1963,0,1,0,0.0,5
9,1816,5,5,1790,730,3,1816,5,2006,3,2007.0,2007,4,2,1,378.0,7
5,1426,3,3,966,230,1,1014,3,1930,1,1930.0,1992,4,1,0,0.0,6
7,1870,4,4,944,608,2,944,4,2001,2,2001.0,2001,0,2,1,0.0,6
5,894,3,3,864,440,2,894,4,1974,1,1974.0,1974,0,1,0,0.0,5
6,1574,3,3,796,566,2,790,4,1976,3,1976.0,1976,3,2,1,120.0,6
7,1500,4,4,1356,648,3,1500,4,2006,3,2006.0,2006,4,2,1,45.0,6
5,789,3,3,768,200,1,789,3,1926,1,1926.0,1950,0,1,0,0.0,5
5,960,3,3,960,576,2,960,3,1955,1,1976.0,1955,0,1,0,0.0,5
4,882,3,3,882,525,2,882,3,1970,3,1970.0,1970,0,1,0,0.0,4
6,1212,3,4,1212,460,2,1212,4,2009,2,2009.0,2009,0,2,1,0.0,6
5,1268,3,3,832,250,1,832,3,1938,1,1938.0,1950,4,1,1,88.0,7
5,1053,3,5,585,0,0,585,3,1938,0,1938.0,2007,0,1,1,0.0,5
8,2828,4,4,1466,1052,3,1466,5,2006,2,2006.0,2007,3,3,1,340.0,11
7,1418,3,4,1418,558,2,1418,4,1997,2,1997.0,1998,3,2,1,150.0,5
5,1226,3,3,0,400,2,1226,0,1951,3,1951.0,1951,4,1,0,0.0,7
6,1320,3,3,768,576,2,819,3,1948,1,1994.0,1950,0,2,0,0.0,5
